plate,state,license_type,summons_number,issue_date,violation_time,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,summons_image
HSB4952,NY,PAS,8562916237,10/21/17,06:27A,NO STANDING-DAY/TIME LIMITS,,115,0,0,0,115,0,102,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMXFhM2hPYWtsNlRuYzlQUT09&locationName=_____________________)
HSB4952,NY,PAS,8562916249,10/21/17,06:28A,INSP. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,102,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMXFhM2hPYWtrd1QxRTlQUT09&locationName=_____________________)
HLM6898,NY,PAS,8563330111,10/27/17,08:38A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,107,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZUWHBOUkVWNFRWRTlQUT09&locationName=_____________________)
HAL1079,NY,PAS,8562916213,10/21/17,06:23A,FIRE HYDRANT,,115,0,0,0,115,0,102,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMXFhM2hPYWtsNFRYYzlQUT09&locationName=_____________________)
HCZ7735,NY,PAS,8562916250,10/21/17,06:37A,FIRE HYDRANT,,115,0,0,0,115,0,102,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMXFhM2hPYWtreFRVRTlQUT09&locationName=_____________________)
K62GGY,NJ,PAS,8613970072,3/14/18,03:14P,NO PARKING-DAY/TIME LIMITS,,60,0,0,0,60,0,78,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFMTZhek5OUkVFelRXYzlQUT09&locationName=_____________________)
GDR7207,NY,PAS,8613970126,3/14/18,04:08P,NO PARKING-DAY/TIME LIMITS,,60,0,0,0,60,0,78,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFMTZhek5OUkVWNVRtYzlQUT09&locationName=_____________________)
80637JW,NY,COM,8613970114,3/14/18,03:33P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,15,20,0,78,K,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFMTZhek5OUkVWNFRrRTlQUT09&locationName=_____________________)
L51DYZ,NJ,PAS,8606499134,5/29/18,06:38A,NO PARKING-DAY/TIME LIMITS,,60,0,0,0,60,0,49,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFVVFZQVkVWNlRrRTlQUT09&locationName=_____________________)
HYA6430,NY,PAS,8606499985,5/31/18,11:21A,DOUBLE PARKING,,115,0,0,0,115,0,41,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFVVFZQVkdzMFRsRTlQUT09&locationName=_____________________)
HVJ7931,NY,PAS,8783778755,2/29/20,02:27P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,110,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZZek5QUkdNeFRsRTlQUT09&locationName=_____________________)
2700380,IN,PAS,8735130891,10/10/19,12:52P,PLTFRM LFTS LWRD POS COMM VEH,,45,0,0,45,0,0,46,BX,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVrNVVSWHBOUkdjMVRWRTlQUT09&locationName=_____________________)
HWL9081,NY,PAS,4666468810,9/19/19,08:34A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNXFVVEpQUkdkNFRVRTlQUT09&locationName=_____________________)
GBU7143,NY,PAS,8747930500,8/31/19,05:07P,EXPIRED MUNI METER,,35,0,0,0,35,0,115,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1FNTZhM3BOUkZWM1RVRTlQUT09&locationName=_____________________)
XEWC57,NJ,PAS,8649337168,12/4/18,00:49A,NGHT PKG ON RESID STR-COMM VEH,3/21/19,65,60,0.37,0.09,125.28,0,103,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FOVVUWHBPZWtVeVQwRTlQUT09&locationName=_____________________)
14251JW,NY,COM,8615879254,7/9/18,12:53P,NO PARKING-DAY/TIME LIMITS,,65,0,0,0,65,0,6,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFNVVaek5QVkVreFRrRTlQUT09&locationName=_____________________)
EJJ1737,NY,PAS,8625829314,10/26/18,09:52A,NO PARKING-STREET CLEANING,,45,10,0,10,45,0,23,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVNVVaM2xQVkUxNFRrRTlQUT09&locationName=_____________________)
FGP4011,NY,PAS,8615032970,3/24/18,10:21A,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,61,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFNVVRWHBOYW1zelRVRTlQUT09&locationName=_____________________)
HBG7956,OH,PAS,8562916286,10/21/17,07:04A,FIRE HYDRANT,,115,0,0,0,115,0,102,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMXFhM2hPYWtrMFRtYzlQUT09&locationName=_____________________)
T731936C,NY,OMT,8562916407,10/21/17,08:14A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,102,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMXFhM2hPYWxGM1RuYzlQUT09&locationName=_____________________)
HPZ3910,NY,PAS,8562916468,10/21/17,08:39A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,102,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMXFhM2hPYWxFeVQwRTlQUT09&locationName=_____________________)
KCV1433,PA,PAS,8563329054,10/21/17,08:16A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,103,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZUWGxQVkVFeFRrRTlQUT09&locationName=_____________________)
252SP,NY,PAS,8563328992,10/20/17,11:29A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZUWGxQUkdzMVRXYzlQUT09&locationName=_____________________)
HNE4365,NY,PAS,8613970333,3/15/18,03:18P,INSP. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,72,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFMTZhek5OUkUxNlRYYzlQUT09&locationName=_____________________)
ATE5804,NY,PAS,8606499195,5/29/18,08:20A,OBSTRUCTING TRAFFIC/INTERSECT,,115,0,0,115,0,0,47,BX,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFVVFZQVkVVMVRsRTlQUT09&locationName=_____________________)
HRK8046,NY,PAS,8611335491,2/1/18,09:19P,FIRE HYDRANT,,115,10,0,3.99,121.01,0,66,K,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFMVVUWHBPVkZFMVRWRTlQUT09&locationName=_____________________)
459LCB,KY,PAS,7697875718,4/15/11,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wWk5VNTZaek5PVkdONFQwRTlQUT09&locationName=_____________________)
BNN9227,NY,PAS,8783778858,3/2/20,01:09P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,35,0,0,108,Q,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZZek5QUkdjeFQwRTlQUT09&locationName=_____________________)
26139PC,NY,APP,8783800529,10/1/19,10:17A,PLTFRM LFTS LWRD POS COMM VEH,,65,0,0,65,0,0,20,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZaM2ROUkZWNVQxRTlQUT09&locationName=_____________________)
JCY8004,NY,PAS,4666473336,9/19/19,09:24A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNXFVVE5OZWsxNlRtYzlQUT09&locationName=_____________________)
GJT7467,NY,PAS,4665190963,9/6/19,06:09A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVSVFZOUkdzeVRYYzlQUT09&locationName=_____________________)
T746782C,NY,OMT,8563329522,10/24/17,08:42A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,107,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZUWGxQVkZWNVRXYzlQUT09&locationName=_____________________)
VGD5980,VA,PAS,8623984730,7/2/18,08:43A,NO PARKING-STREET CLEANING,,65,0,0,0,65,0,19,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMTZhelJPUkdONlRVRTlQUT09&locationName=_____________________)
427400,DE,PAS,8614969170,11/28/17,08:49A,NO PARKING-STREET CLEANING,3/15/18,45,60,1.62,0.13,106.49,0,62,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFNUVhekpQVkVVelRVRTlQUT09&locationName=_____________________)
5CV9675,MD,PAS,8562916640,10/22/17,07:11A,CROSSWALK,,115,0,0,0,115,0,103,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMXFhM2hPYWxrd1RVRTlQUT09&locationName=_____________________)
HCF9887,NY,PAS,8615033237,3/26/18,01:54P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,61,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFNVVRWHBOZWtsNlRuYzlQUT09&locationName=_____________________)
FSZ7368,NY,PAS,8563329390,10/23/17,10:54A,NO STANDING-EXC. TRUCK LOADING,,95,0,0,0,95,0,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZUWGxQVkUwMVRVRTlQUT09&locationName=_____________________)
HUX7789,NY,PAS,8563329352,10/23/17,09:42A,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZUWGxQVkUweFRXYzlQUT09&locationName=_____________________)
HHB2361,NY,OMS,8555076651,8/29/17,06:09A,NO PARKING-DAY/TIME LIMITS,,60,0,0,0,60,0,114,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVRVE5PYWxreFRWRTlQUT09&locationName=_____________________)
HDC6045,NY,PAS,8615033146,3/24/18,11:40A,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,61,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFNVVRWHBOZWtVd1RtYzlQUT09&locationName=_____________________)
T726316C,NY,OMT,8555077084,8/29/17,09:59A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,114,Q,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVRVE5PZWtFMFRrRTlQUT09&locationName=_____________________)
GYJ7574,NY,PAS,8606499274,5/29/18,08:40A,NO PARKING-DAY/TIME LIMITS,,60,0,0,0,60,0,47,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFVVFZQVkVrelRrRTlQUT09&locationName=_____________________)
T707585C,NY,OMT,8606499250,5/29/18,08:36A,OBSTRUCTING TRAFFIC/INTERSECT,,115,0,0,0,115,0,47,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFVVFZQVkVreFRVRTlQUT09&locationName=_____________________)
FFM2100,NY,PAS,4665917190,9/13/19,10:48A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVhM2hPZWtVMVRVRTlQUT09&locationName=_____________________)
HLE7201,NY,PAS,8613970448,3/15/18,04:52P,EXPIRED MUNI METER,,35,0,0,0,35,0,72,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFMTZhek5OUkZFd1QwRTlQUT09&locationName=_____________________)
HPB6288,NY,PAS,4665917140,9/13/19,10:47A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVhM2hPZWtVd1RVRTlQUT09&locationName=_____________________)
GRA5279,NY,PAS,4663857577,8/23/19,01:15P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZaekZPZWxVelRuYzlQUT09&locationName=_____________________)
2201682,IN,PAS,8621987776,7/31/18,06:22P,DOUBLE PARKING,,115,0,0,0,115,0,18,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMVVhelJPZW1NelRtYzlQUT09&locationName=_____________________)
GTJ3512,NY,PAS,8615033419,3/26/18,03:48P,NO PARKING-DAY/TIME LIMITS,,60,0,0,0,60,0,61,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFNVVRWHBOZWxGNFQxRTlQUT09&locationName=_____________________)
CWM7596,NY,PAS,4663857632,8/23/19,01:15P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,MN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZaekZPZWxsNlRXYzlQUT09&locationName=_____________________)
HLY3107,NY,PAS,4665917188,9/13/19,10:48A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVhM2hPZWtVMFQwRTlQUT09&locationName=_____________________)
86700MG,NY,COM,8747930846,9/3/19,12:41P,NO STANDING-BUS STOP,,115,0,0,15,100,0,115,Q,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1FNTZhM3BOUkdjd1RtYzlQUT09&locationName=_____________________)
EUT7239,NY,PAS,8615033420,3/26/18,04:44P,EXPIRED MUNI METER,,35,0,0,0,35,0,61,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFNVVRWHBOZWxGNVRVRTlQUT09&locationName=_____________________)
85148MH,NY,COM,8563329571,10/24/17,10:08A,NO STOPPING-DAY/TIME LIMITS,,115,0,0,23,92,0,103,Q,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZUWGxQVkZVelRWRTlQUT09&locationName=_____________________)
HMJ7088,NY,PAS,8562917280,10/31/17,07:35A,NO STANDING-DAY/TIME LIMITS,,115,0,0,0,115,0,112,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMXFhM2hPZWtrMFRVRTlQUT09&locationName=_____________________)
T751905C,NY,OMT,8615033341,3/26/18,03:36P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,61,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFNVVRWHBOZWswd1RWRTlQUT09&locationName=_____________________)
HKX6106,NY,PAS,8606499286,5/29/18,08:46A,NO PARKING-DAY/TIME LIMITS,,60,0,0,0,60,0,47,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFVVFZQVkVrMFRtYzlQUT09&locationName=_____________________)
HBN1657,NY,PAS,8606499298,5/29/18,08:47A,NO PARKING-DAY/TIME LIMITS,,60,0,0,0,60,0,47,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFVVFZQVkVrMVQwRTlQUT09&locationName=_____________________)
HZE1200,NY,PAS,4663857656,8/23/19,01:15P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZaekZPZWxreFRtYzlQUT09&locationName=_____________________)
MGW8419,TX,PAS,8783807410,10/30/19,06:21P,FAIL TO DSPLY MUNI METER RECPT,2/13/20,35,60,0.53,0,95.53,0,23,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZaM2RPZWxGNFRVRTlQUT09&locationName=_____________________)
JGY5470,NY,PAS,8783807690,10/31/19,03:30P,FAIL TO DSPLY MUNI METER RECPT,2/20/20,65,60,0.5,0,125.5,0,20,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZaM2RPZWxrMVRVRTlQUT09&locationName=_____________________)
HUV5427,NY,PAS,8783816823,1/4/20,05:11P,EXPIRED MUNI METER,,35,10,0,0,45,0,23,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZaM2hPYW1kNVRYYzlQUT09&locationName=_____________________)
JDY5058,NY,PAS,4670783713,11/6/19,08:33A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wMUVZelJOZW1ONFRYYzlQUT09&locationName=_____________________)
FXH9258,NY,PAS,4670784067,11/6/19,08:37A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wMUVZelJPUkVFeVRuYzlQUT09&locationName=_____________________)
JCN1330,NY,PAS,1462289642,10/7/19,11:18A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,79,K,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1rMXFTVFJQVkZrd1RXYzlQUT09&locationName=_____________________)
HLW2659,NY,PAS,8562918064,11/8/17,07:30A,INSP. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,113,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMXFhM2hQUkVFeVRrRTlQUT09&locationName=_____________________)
CWW1301,NY,PAS,8563330342,10/27/17,11:16A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,107,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZUWHBOUkUwd1RXYzlQUT09&locationName=_____________________)
25511TC,NY,TRA,8555078167,9/1/17,11:02A,FAIL TO DSPLY MUNI METER RECPT,,35,10,0,45,0,0,109,Q,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVRVE5QUkVVeVRuYzlQUT09&locationName=_____________________)
GVG3141,NY,PAS,8606499328,5/29/18,09:20A,OBSTRUCTING TRAFFIC/INTERSECT,,115,0,0,0,115,0,49,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFVVFZQVkUxNVQwRTlQUT09&locationName=_____________________)
HRF4135,NY,PAS,4663912977,8/23/19,06:14P,PHTO SCHOOL ZN SPEED VIOLATION,,50,25,0,0,75,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZhM2hOYW1zelRuYzlQUT09&locationName=_____________________)
GUL5512,NY,PAS,4665191293,9/6/19,06:14A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,MN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVSVFZOVkVrMVRYYzlQUT09&locationName=_____________________)
ESX7323,NY,PAS,4665917255,9/13/19,10:50A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVhM2hPZWtreFRsRTlQUT09&locationName=_____________________)
GGV9557,NY,PAS,4663912916,8/23/19,06:14P,PHTO SCHOOL ZN SPEED VIOLATION,,50,25,0,0,75,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZhM2hOYW10NFRtYzlQUT09&locationName=_____________________)
JDR9200,NY,PAS,4663857700,8/23/19,01:16P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZaekZPZW1OM1RVRTlQUT09&locationName=_____________________)
HXU7130,NY,PAS,8640930077,7/19/18,10:24A,EXPIRED MUNI METER,,35,0,0,3.99,31.01,0,76,K,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMUVhM3BOUkVFelRuYzlQUT09&locationName=_____________________)
FYC2055,NY,PAS,4666476052,9/19/19,09:51A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,3.99,46.01,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNXFVVE5PYWtFeFRXYzlQUT09&locationName=_____________________)
HFB5285,NY,PAS,8615033559,3/27/18,09:33A,REG. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,78,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFNVVRWHBOZWxVeFQxRTlQUT09&locationName=_____________________)
HFB5285,NY,PAS,8615033560,3/27/18,09:34A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,78,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFNVVRWHBOZWxVeVRVRTlQUT09&locationName=_____________________)
HDW5259,NY,PAS,8563330433,10/28/17,08:11A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZUWHBOUkZGNlRYYzlQUT09&locationName=_____________________)
KBD0291,PA,PAS,8562917357,10/31/17,08:43A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,112,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMXFhM2hPZWsweFRuYzlQUT09&locationName=_____________________)
CSU8278,NY,PAS,8562917436,11/4/17,06:00A,REG. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,105,Q,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMXFhM2hPZWxGNlRtYzlQUT09&locationName=_____________________)
GRD2243,NY,PAS,8562917448,11/4/17,06:20A,FRONT OR BACK PLATE MISSING,,65,0,0,0,65,0,105,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMXFhM2hPZWxFd1QwRTlQUT09&locationName=_____________________)
L32CDL,NJ,PAS,8555079019,9/5/17,09:22A,NO PARKING-STREET CLEANING,,45,10,0,0,55,0,114,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVRVE5QVkVGNFQxRTlQUT09&locationName=_____________________)
71219ME,NY,COM,8563330652,10/30/17,09:41A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZUWHBOUkZreFRXYzlQUT09&locationName=_____________________)
89626X,WI,PAS,8783819782,1/15/20,06:12P,NO STOPPING-DAY/TIME LIMITS,,115,0,0,0,115,0,19,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZaM2hQVkdNMFRXYzlQUT09&locationName=_____________________)
N85LXT,NJ,PAS,8783821508,1/22/20,02:42P,EXPIRED MUNI METER,,35,10,0,0,45,0,34,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZaM2xOVkZWM1QwRTlQUT09&locationName=_____________________)
56128ME,NY,COM,8563330690,10/30/17,10:22A,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,15,20,0,104,Q,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZUWHBOUkZrMVRVRTlQUT09&locationName=_____________________)
